Grantmaker Name,Contact,Street Address 1,Street Address 2,City,State,ZIP Code,Country,Telephone,Fax,E-mail,URL,Total Assets,Total Giving,Amount Funded,Grant Count,RFPs
Mosaic Education Initiative,,7107 Hollywood Blvd,,Los Angeles,CA,90046-3202,United States,323-391-2930,,,https://www.mosaicei.org,158144,269265,18890,2,0
Apple Foundation Inc.,,249 Polhemus Ave,,Atherton,CA,94027-5442,United States,650-323-6179,,,,10003,1398130,18900,12,0
Kywa Foundation,,67 Thornapple,,Irvine,CA,92620-3337,United States,847-840-3887,,,,,,18900,2,0
New Globe Foundation,,145 Paulanella Pl,,San Ramon,CA,94583-1544,United States,925-558-2612,,,,194977,15016,18918,31,0
Reynen Foundation,,350 University Ave Ste 180,,Sacramento,CA,95825-6517,United States,916-366-3665,,,,205546,11291,18922,6,0
Santa Clara Aquamaids Synchronized Swimming Club Inc,,1600 Martin Ave,,Santa Clara,CA,95050-2503,United States,408-727-8496,,,http://WWW.AQUAMAIDS.ORG,8399940,3000,18930,1,0
Steffen Foundation,,21750 Como St,,Wildomar,CA,92595-8553,United States,909-772-4633,,,,1306600,107542,18932,19,0
Fresno High School Alumni Association,,PO Box 27516,,Fresno,CA,93729-7516,United States,559-291-3533,,,http://WWW.FRESNOHIGHALUMNI.COM,70141,,18945,1,0
Sbu Research Center,"David J Park, Secretary & Cfo; Simon Kim, President",2727 W 6th St,,Los Angeles,CA,90057-3111,United States,714-797-3737,,,,,53954,18954,1,0
Mountanos Family Foundation Inc,,605 N State St,,Ukiah,CA,95482-4026,United States,707-462-1840,,,,,10100,19000,9,0
F & J Tsai Foundation,,14297 Saddle Mountain Dr,,Los Altos Hills,CA,94022-1827,United States,650-281-6601,,,,,45154,19000,7,0
Jjw Family Foundation,,850 Lily Ave,,Cupertino,CA,95014-4211,United States,408-252-8869,,,,1537588,31500,19000,7,0
The Rosenbaum Foundation,,2233 Lombard St,,San Francisco,CA,94123-2703,United States,415-921-4987,,,,,190500,19000,6,0
Cardoso Family Foundation,,2120 Colorado Ave Ste 160,,Santa Monica,CA,90404-5519,United States,3103943379,,,,136644,12500,19000,5,0
Los Ayudantes De Naranja,,330 Encinitas Blvd Ste 101,,Encinitas,CA,92024-8705,United States,760-632-3600,,,,,398922,19000,5,0
Rotary Club of Arden Arcade Foundation,,PO Box 214181,,Sacramento,CA,95821-0181,United States,916-444-9868,,,http://WWW.ARDENARCADEROTARY.ORG,951258,29551,19000,3,0
Williams Lewellin Family Foundation,,PO Box 13,,Jenner,CA,95450-0013,United States,707-865-0554,,,,796166,23549,19000,3,0
Eden Area Foundation Inc,,21455 Birch St,,Cherryland,CA,94541-2165,United States,510-582-9533,,,http://WWW.EDENAREAFOUNDATION.ORG,5529471,224688,19000,2,0
Kung Charities Inc Kung Family Foundation,,7 Old Ranch Rd,,Laguna Niguel,CA,92677-9210,United States,7145641111,,,,,34500,19000,2,0
Max Goldenson Foundation,,616 N Poinsettia Pl,,Los Angeles,CA,90036-1927,United States,3239378313,,,,,,19000,2,0
Medcorp Rehabilitation Services Inc,,PO Box 2307,,Paso Robles,CA,93447-2307,United States,805-459-1254,,,http://www.medcorpservices.com,,1347,19000,2,0
Neuman Family Foundation,,23430 Hawthorne Blvd Ste 290,,Torrance,CA,90505-4744,United States,310-378-3609,,,,,10000,19000,2,0
Ramona Food & Clothes Closet,,773 Main St,,Ramona,CA,92065-2045,United States,760-789-4458,,,http://www.foodandclothescloset.org,958706,94000,19000,2,0
Assistance League of Santa Ana,,1037 W 1st St,,Santa Ana,CA,92703-3925,United States,714-664-0547,714-,admin@assistkids.org,https://www.assistanceleague.org/santa-ana/,4202467,310496,19000,1,0
Students Matter,,506 Santa Cruz Ave,,Menlo Park,CA,94025-4375,United States,323-892-2080,,,http://studentsmatter.org,30711,,19000,1,0
The Sheng Foundation,,7718 Seeber Ct,,Cupertino,CA,95014-5269,United States,408-996-3893,,,,2482838,79221,19003,22,0
SAN DIEGO COUNTY EMPLOYEES' CHARITABLE ORGANIZATION (CECO),,1600 Pacific Hwy Ste 209,,San Diego,CA,92101-2422,United States,619-510-1726,,sdceco@sdcounty.ca.gov,http://www.sdceco.org,167417,119854,19050,3,0
Jay Defeo Foundation,"Leah Levy, Executive Direction; Leah Levy, Executive Director",44 Montgomery St Ste 1305,,San Francisco,CA,94104-4615,United States,510-845-7629,,,http://www.jaydefeo.org,22342526,30250,19100,4,0
Hasan Charity Foundation,,13217 Jamboree Rd # 497,,Tustin,CA,92782-9158,United States,408-219-6984,,,,93341,26921,19106,7,0
Willard E Bartel Foundation,,532 Branding Iron Way,,Norco,CA,92860-2193,United States,805-610-2123,,,,476446,52600,19168,15,0
Innovart Foundation,,13220 Peacock Ct,,Cupertino,CA,95014-5442,United States,408-799-0630,,,,228484,8220,19188,8,0
Horner Chang Family Foundation,,13034 Via Escuela Ct,,Saratoga,CA,95070-4461,United States,4082502971,,,,132880,1500,5250,4,0
Calvin Simmons Center for the Performing Arts,,5951 Autumnwood Dr Apt 4c,,Walnut Creek,CA,94595-3945,United States,202-903-6019,,,http://www.calvinsimmonscenter.org,4228,2608,5250,2,0
Los Angeles Commercial Realty Assoc,,1616 W Magnolia Blvd,,Burbank,CA,91506-1838,United States,213-634-2805,,,http://WWW.LACRA.ORG,81239,,5250,1,0
United Service Workers West Seiu Usww,,828 W Washington Blvd,,Los Angeles,CA,90015-3310,United States,213-284-7705,,,HTTP://WWW.SEIU-USWW.ORG/,29292025,24730,5250,1,0
Happy Cal Wang Foundation,,9829 N Sedona Cir,,Fresno,CA,93720-5408,United States,559-682-2528,,,,,3467,5253,21,0
PTA California Congress Don Juan Avila Elementary School PTA,,26278 Wood Canyon Dr,,Aliso Viejo,CA,92656-8060,United States,949-349-9452,,,http://djaespta.org,141317,138688,5255,1,0
Ascending Way Inc,,665 Birchwood Ct,,Los Altos,CA,94024-4869,United States,650-714-3795,,,,658186,11518,5300,4,0
Bob and Alice Lin Foundation,,11052 Bel Aire Ct,,Cupertino,CA,95014-4701,United States,408-253-7388,,,,,409468,5300,2,0
Free and Accepted Masons Beverly Hills Lodge 528,,1122 S La Cienega Blvd,,Los Angeles,CA,90035-0010,United States,,,,,3451391,29064,5300,1,0
Csc Foundation,,328 Anza St,,Fremont,CA,94539-5702,United States,415-385-8787,,,,133040,2610,5305,8,0
International Brotherhood of 848 Tcwh,,731 E Arrow Hwy,,Glendora,CA,91740-6037,United States,626-732-4700,,,http://www.Teamsters848.org,9838872,37018,5320,1,0
Feng Huang Family Foundation,,1142 Hyde Ave,,San Jose,CA,95129-4026,United States,408-579-9289,,,,1164407,1810,5328,16,0
Foundation for Anime and Niche Subcultur,,798 Auzerais Ave,,San Jose,CA,95126-3503,United States,408-297-8430,,,http://WWW.FANIME.COM,2861108,9312,5340,1,0
Aaron & Erin Sullivan Foundation,,21914 Cottage Hill Dr,,Grass Valley,CA,95949-8338,United States,916-342-5913,,,,68814,7907,5360,4,0
Zalmi and Malki Klyne Charitable Foundat,,144 S Formosa Ave,,Los Angeles,CA,90036-2816,United States,323-842-9603,,,,4006,178661,5360,1,0
Aaron Family Foundation,,156 Bayview Ave,,Belvedere,CA,94920-2304,United States,415-666-6147,,,,276043,56000,5378,6,0
The Ark Conservancy,,5065 E Hunter Ave,,Anaheim,CA,92807-6001,United States,714-639-2901,,,,37927,,5400,3,0
Developmental Services Support Foundation,,1400 Chester Ave Ste N,,Bakersfield,CA,93301-5449,United States,661-326-0603,,,,14390905,87704,5400,1,0
Rafael and Luisa De Marchena-Huyke Foundation,,1014 S Westlake Blvd Ste 14 PMB 190,,Westlake Village,CA,91361-3133,United States,424-333-4400,,,http://DEMARCHENAHUYKEFOUNDATION.ORG,5827703,172327,5400,1,0
Six Seconds,"Cherilyn Leet, Associate Director; Jenny Wiley, Operations Manager",700 Meadowridge Rd,,Corralitos,CA,95076-0357,United States,831-763-1800,,jenny@6seconds.org,https://www.6seconds.org,1713695,,5444,1,0
Community Partnership for Youth,"Shari Hastey, Executive Dir.; Shari Hastey, Executive Director",775 Kimball Ave Ste 101,,Seaside,CA,93955-5821,United States,831-394-4279,831-394-4229,respect@cpy.org,http://www.cpy.org,1101276,10463,5463,1,0
Jensen Rasmussen Foundation,,2890 Cinsant Dr,,Cameron Park,CA,95682-7912,United States,209-712-4249,,,,584480,29000,5500,10,0
Salmon Family Foundation,,11508 Via Santa Brisa,,San Diego,CA,92131-4259,United States,8586741040,,,,391805,21150,5500,7,0
John & Lucile Andreas Family Foundation,,25421 Brassie Ln,,La Verne,CA,91750-5902,United States,6264874844,,,,140224,19500,5500,6,0
The Cats Meow Foundation,,852 Chenery St,,San Francisco,CA,94131-2909,United States,(303) 861-4835,,,,,355,5500,5,0
Mary & Paul Heller Foundation,,234 Park Ln,,Atherton,CA,94027-5411,United States,650-328-1718,,,,,86165,5500,4,0
Dabiri Foundation,,5656 Caminito Estima,,La Jolla,CA,92037-7218,United States,858-583-0069,,,http://DABIRIFOUNDATION.ORG,,5000,5500,3,0
Jack Lin Family Foundation,,1024 Windjammer Cir,,Foster City,CA,94404-3057,United States,510-670-2900,,,,261694,7000,5500,3,0
The San Francisco Hope Foundation,,683 Brannan 308 Property Resources,,SAN FRANCISCO,CA,94107,United States,415-355-1018,,,,2660574,124000,5500,3,0
Anderson Family Foundation for Chri,,7502 N Colonial Ave Ste 101,,Fresno,CA,93711-5862,United States,5596501311,,,,146081,13000,5500,2,0
Chu Family Foundation Inc,,78 Walnut Ave,,Atherton,CA,94027-3821,United States,650-323-8515,,,,123039,5300,5500,2,0
Conkle Family Foundation,,303 24th St,,Santa Monica,CA,90402-2517,United States,310-704-4000,,,,,31250,5500,2,0
Mann Family Foundation West,,1125 Armada Dr,,Pasadena,CA,91103-2805,United States,626-792-9721,,,,,14288,5500,2,0
Salazar Family Foundation,,13133 Avenida Granada,,Poway,CA,92064-1602,United States,858-673-8633,,,,,19990,5500,2,0
Small World Foundation (previously Known As Bright Star Foundation),,1122 Willow St Ste 200,,San Jose,CA,95125-3103,United States,408-279-5200,,,,157120,149529,5500,2,0
Benevolent & Protective Order Elks 1108,,PO Box 150789,,San Rafael,CA,94915-0789,United States,415-307-3190,,,http://WWW.ELKS1108.ORG,1094223,33167,5500,1,0
Concern Employee Assistance Program,,2500 Grant Rd,,Mountain View,CA,94040-4302,United States,800-344-4222,,,http://WWW.CONCERNHEALTH.COM,18315720,454441,5500,1,0
Free and Accepted Masons Kern River Valley 827,,PO Box 644,,Kernville,CA,93238-0644,United States,,,,,359372,1500,5500,1,0
Free and Accepted Masons Southern California 529,,7726 W Manchester Ave,,Playa Del Rey,CA,90293-8408,United States,310-354-4064,,,,983528,8100,5500,1,0
Women in Ophthalmology Inc,Amber Mendez,655 Beach St,,San Francisco,CA,94109-1342,United States,415-561-8553,,amendez@aao.org,http://WWW.WIOONLINE.ORG,2727210,40176,5500,1,0
Alamo Women's Club,,PO Box 151,,Alamo,CA,94507-0151,United States,925-820-1943,,,http://www.alamowomensclub.org,739256,71129,5509,1,0
DOMINICAN HOSPITAL FOUNDATION,,1555 Soquel Dr,,Santa Cruz,CA,95065-1705,United States,8314627712,,,http://www.supportdominican.org,17087388,4566455,5513,1,0
Westgate Foundation,,115 Westgate Dr,,San Francisco,CA,94127-2541,United States,415-587-1662,,,,227720,17050,5534,14,0
Bruce and Wendy Hirsch Gary Charitable Foundation,,12 Delphinus,,Irvine,CA,92603-5705,United States,9492612233,,,,26720,9074,5536,14,0
Los Angeles Parks Foundation,"Tony Budrovich, Executive Director",2650 N Commonwealth Ave,,Los Angeles,CA,90027-1210,United States,310-472-1990,310-472-0992,Tony@laparksfoundation.org,http://www.laparksfoundation.org,4935209,570097,5544,1,0
Chor Chai Marie & Gregory Tan Family Foundation,,521 W Colorado St Ste R,,Glendale,CA,91204-3651,United States,818-246-8866,,,,395614,28263,5550,8,0
Pratt Charitable Foundation Inc,,917 Speed St,,Santa Maria,CA,93454-6649,United States,805-878-1608,,,,456199,33215,5600,10,0
Jyar Family Foundation,,24 Shratton Ave,,San Carlos,CA,94070-1620,United States,408-966-2464,,,,227123,39490,5600,6,0
De La Paz Family Foundation,,21163 Newport Coast Dr Ste 150,,Newport Beach,CA,92657-1123,United States,310-739-5910,,,,82853,5600,5600,3,0
Title Art Center,,2909 Oregon Ct Ste B1,,Torrance,CA,90503-2696,United States,805-914-4049,,,,2996447,110635,5600,2,0
Shimada Lee Foundation,,19942 Via Escuela Dr,,Saratoga,CA,95070-4448,United States,408-655-7712,,,,,3830,5620,12,0
SEAL Family Foundation,,300 Carlsbad Village Dr # 108a-361,,Carlsbad,CA,92008-2900,United States,760-533-7172,,nswff.fenick@gmail.com,http://WWW.SEALFAMILYFOUNDATION.ORG,1975810,457500,5625,1,0
La Jolla United Methodist Church Foundation,,6063 La Jolla Blvd,,La Jolla,CA,92037-6726,United States,858-454-4108,,info@lajollaumc.org,http://www.lajollaumc.org,1908152,62312,5628,1,0
Sergio and Laura Siderman Charitable Foundation Inc,,30130 Mulholland Hwy,,Agoura Hills,CA,91301-3107,United States,323-852-0200,,,,1933,9410,5645,4,0
Conor Lynch Foundation,"Jeri Dye Lynch, President",15244 Magnolia Blvd,,Sherman Oaks,CA,91403-1103,United States,8184292110,818-9862496,info@inhonorofconor.org,HTTP://INHONOROFCONOR.ORG/,12264,2168,5646,10,0
The Green Oak Foundation,,15230 Burbank Blvd Ste 100,,Sherman Oaks,CA,91411-3534,United States,818-787-8550,,,,2420304,85573,5663,5,0
Fogelquist Fund for Education Corporation,,5531 Sharon Ln,,San Jose,CA,95124-6132,United States,775-848-4566,,,http://WWW.FOGELQUISTFUND.ORG,11709,5664,5664,1,0
Nancy Webb Ruskin Foundation,,695 Emerson St,,Fremont,CA,94539-5879,United States,510-770-1263,,,,1118948,81500,5700,7,0
The Gary and Jan Campbell Family Foundation,,20731 Marion Rd,,Saratoga,CA,95070-5890,United States,408-867-3327,,,,,1500,5700,5,0
Beagle Charitable Foundation C/o Kuehnis & Associates Cpas LLP,,PO Box 6978,,Redwood City,CA,94063-6978,United States,650-362-3601,,,,51439218,2575002,5700,2,0
Euchee & Lily Foundation,,1879 Hamilton Ave,,Palo Alto,CA,94303-3008,United States,650-468-1971,,,,30913,3000,5700,2,0
Global Outreach Fund Inc,,416 Auburn Folsom Rd,,Auburn,CA,95603-5515,United States,530-269-1515,,,,21828390,97200,5700,1,0
Transition U,,9889 Deep Water Ln,,Stockton,CA,95219-4954,United States,209-276-8892,,kwesner@transitionuonline.org,http://www.transitionuonline.org,65705,,5705,1,0
The Matthew J Dovey Difference Education Foundation,,2 Breakers Isle,,Dana Point,CA,92629-4214,United States,949-481-4489,,,,,,5725,6,0
Sunny and Ming Yang Family Foundation,,7076 Pelican Ridge Dr,,San Jose,CA,95120-4174,United States,408-268-9658,,,,92641,,5728,7,0
The Stanley and Eve Geller Family Founda,,847 Haight St,,San Francisco,CA,94117-3216,United States,415-336-5678,,,,1532737,26000,5750,10,0
Hineni Foundation Inc,,501 7th St,,Davis,CA,95616-3705,United States,423-644-8912,,,http://hinenifoundation.org,309383,121261,5750,2,0
Moxie Upper Rook Inc,,3201 Swetzer Rd,,Loomis,CA,95650-7607,United States,916-251-0817,,,http://WWW.MARVEL.COM,8050,8050,5750,2,0
International Veterinary Outreach,"Eric Eisenman, Founder & Chair Of The Board",PO Box 590938,,San Francisco,CA,94159-0938,United States,415-862-2991,,info@ivo.vet,http://www.ivo.vet,129278,457,5781,1,0
Thomas W Changaris Foundation Co Georgia Higbie,,13062 Caminito Del Rocio,,Del Mar,CA,92014-3621,United States,9143195232,,,,290953,60350,5791,2,0
Thomas E and Amanda T Ohara Irrv Charitable Fam Tr,,3181 Cloudview Dr,,Sacramento,CA,95833-2762,United States,916-550-0538,,,,277427,,5800,2,0
International Brotherhood of Teamsters,,4666 Mission Gorge Pl,,San Diego,CA,92120-4150,United States,619-582-0542,,,http://WWW.TEAMSTERS542.ORG,3284723,99090,5800,1,0
Avc 21 Committee,,43334 32nd St W Unit 29,,Lancaster,CA,93536-6641,United States,661-948-2661,,,,,5824,5824,1,0
AIM Youth Mental Health,"Susan Stilwell, Executive Director",PO Box 4294,,Carmel By The Sea,CA,93921-4294,United States,831-372-1600,,susan@aimymh.org,https://aimymh.org,664478,130000,5835,1,0
Gamma Phi Beta Sorority Inc,Karen Mayo,600 E Chapman Ave,,Fullerton,CA,92831-3804,United States,510-203-7212,,kmayo@gammaphibeta.org ,https://www.gammaphibeta.org/,2614,6780,5850,1,0
Goli Ameri Family Foundation,,10727 Wilshire Blvd,,Los Angeles,CA,90024-4433,United States,310-522-0960,,,,,56500,5870,3,0
Malibu Foundation for Youth and Families,"Kasey Earnest, Chief Executive Officer",Co Grf 1880 Century Park E 1600,,LOS ANGELES,CA,90067,United States,310-457-,3104572558,info@bgcmalibu.org,https://bgcmalibu.org/,496276,,5873,2,0
Encino Foundation,,10342 Encino Ave,,Granada Hills,CA,91344-6052,United States,818-741-6141,,,,,41148,5881,9,0
The Diem Foundation,,1001 Avenida Pico # C-457,,San Clemente,CA,92673-6957,United States,818-519-4101,,,,,14650,5900,7,0
Grace in Abundance Foundation,,867 Lansdown Ct,,Sunnyvale,CA,94087-1706,United States,408-733-4468,,,,301384,3443,5900,4,0
The Hapa Foundation,,2578 Tuscany Way,,Fullerton,CA,92835-4213,United States,562-547-4308,,,,235485,10980,5900,1,0
Konocti Womens Service Club,,PO Box 935,,Kelseyville,CA,95451-0935,United States,,,,https://bizfileonline.sos.ca.g,45507,16473,5921,10,0
Los Angeles Conservation Corps,"Erica Blodgett, Director Of Development And Communications; Wendy Butts, Chief Executive Officer",1400 N Spring St,,Los Angeles,CA,90012-1924,United States,213-362-9000,213-362-7950,wbutts@lacorps.org,https://www.lacorps.org,18769700,19780,5944,1,0
Steve Silver Foundation Inc C/o Steven Horowitz,,3661 Buchanan St Ste 200,,San Francisco,CA,94123-1789,United States,415-391-4860,,,,,31898,5949,1,0
Chrysalis Ventures Foundation,,1649 Los Altos Rd,,San Diego,CA,92109-1320,United States,858-558-9200,,,,82564,8375,5950,12,0
Hayward Education Association,,93 Jackson St,,Hayward,CA,94544-1905,United States,510-538-1051,,,http://www.heahayward.org,669488,,5950,1,0
Long Beach Lesbian & Gay Pride Long Beach Pride,"Tom Adcock; Tom Adcock, Board Member",1017 Obispo Ave,,Long Beach,CA,90804-3833,United States,562-987-9191,562-987-0752,tadcock@longbeachpride.com,http://WWW.LONGBEACHPRIDE.COM,1393423,1546,5950,1,0
Evergreen Family Foundation,,20651 Rice Ct,,Saratoga,CA,95070-4226,United States,408-867-7988,,,,281135,3500,5980,5,0
Big Sunday,,1741 N Cherokee Ave,,Los Angeles,CA,90028-4806,United States,323-549-9944,3235493461,rachel@bigsunday.org,http://www.bigsunday.org,2553701,271365,6000,8,0
The Chasin Foundation,,3648 Ostrom Ave,,Long Beach,CA,90808-2432,United States,562-688-9160,,,,,12764,6000,7,0
Hkpo Foundation,,2466 Regal Dr,,Union City,CA,94587-1919,United States,510-827-2529,,,,152354,8000,6000,6,0
The Craig Severance Foundation,,193 W Blithedale Ave,,Mill Valley,CA,94941-1141,United States,415-794-8459,,,,,26549,6000,5,0
The Fred and Karen Bookey Foundation,,1249 Terracina Dr,,El Dorado Hills,CA,95762-5403,United States,916-799-0395,,,,507002,19954,6000,5,0
Myc Foundation,,5962 Bollinger Rd,,San Jose,CA,95129-3002,United States,408-252-8965,,,,142175,7600,6000,5,0
Ngljm Family Foundation,,881 Tramway Dr,,Milpitas,CA,95035-4505,United States,,,,,31182,3700,6000,5,0
River Foundation,,15260 Ventura Blvd Ste 1040,,Sherman Oaks,CA,91403-5345,United States,8183827800,,,,1213513,62800,6000,5,0
Robert a & Cynthia L Hilger Foundation,,79807 Half Moon Bay Dr,,Indio,CA,92201-0938,United States,715-216-5025,,,,310391,10900,6000,5,0
Irving M Richman Memorial Foundation,,12152 Moorpark St Apt 302,,Studio City,CA,91604-1276,United States,323-822-9300,,,,,3417,6000,4,0
